PMID,Title,publication_date
32913087,"Quiet Anthropocene, quiet Earth",9/12/2020
32913080,Speaking science to power,9/12/2020
32913079,Why obesity worsens COVID-19,9/12/2020
32912108,Arranging an emergency Vascular Accesses Program during COVID-19 pandemic,9/12/2020
32912089,Bilateral Acute Lower Limb Ischemia Secondary to COVID-19,9/12/2020
32912049,A Rationale for Use of High Flow Nasal Cannula for Select Patients With Suspected or Confirmed Severe Acute Respiratory Syndrome Coronavirus-2 Infection,9/12/2020
32912031,Guidance and Best Practices for Nuclear Cardiology Laboratories During the COVID-19 Pandemic: An Information Statement From ASNC and SNMMI,9/12/2020
32911957,Considerations in Management of Acute Otitis Media in the COVID-19 Era,9/12/2020
32910845,Lockdown and 3 Waves of Suicide in India During the COVID-19 Pandemic,9/11/2020
32910843,Psychiatric Medical Education in the Age of COVID-19: The Penn State Health Experience,9/11/2020
32910838,Sexual and gender minority health vulnerabilities during the COVID-19 health crisis,9/11/2020
32910830,Role of Drugs Used for Chronic Disease Management on Susceptibility and Severity of COVID-19: A Large Case-Control Study,9/11/2020
32910736,The Pursuit of Nurse Practitioner Practice Legislation: A Case Study,9/11/2020
32910697,Remote Device Reprogramming: Has Its Time Come?,9/11/2020
32910694,The COVID-19 Pandemic in Italy and the World: To Be or Not to Be? That Is the Real Problem,9/11/2020
32910688,Mortality Rates From COVID-19 Are Lower In Unionized Nursing Homes,9/11/2020
32910679,COVID-19: A Barometer for Social Justice in New York City,9/11/2020
32910604,An Asymptomatic Patient with COVID-19 with Hip Hemiarthroplasty Performed: A Case Report of an Orthopaedic Surgeon's Experience,9/11/2020
32910499,SARS-CoV-2 and myasthenia,9/11/2020
32910483,COVID-19 epidemic and community mobility in Tokyo,9/11/2020
32910466,COVID-19 and influenza testing in New York City,9/11/2020
32910461,The dynamics of immune response in COVID-19 patients with different illness severity,9/11/2020
32910458,Apoptosis and immunophenotyping of peripheral blood lymphocytes in Iranian COVID-19 patients: Clinical and laboratory characteristics,9/11/2020
32910456,Clinical characteristics and risk factors for mortality in hematologic patients affected by COVID-19,9/11/2020
32910198,"COVID-19, Disparities, and Opportunities for Equity in Otolaryngology-Unequal America",9/11/2020
32910182,Fairly Prioritizing Groups for Access to COVID-19 Vaccines,9/11/2020
32910155,Immune Stimulation With Recombinant Human Granulocyte Colony-Stimulating Factor for Coronavirus Disease 2019 (COVID-19)-Beware of Blind Spots,9/11/2020
32910154,Reassuring the Public and Clinical Community About the Scientific Review and Approval of a COVID-19 Vaccine,9/11/2020
32910106,In Situ Simulation: An Essential Tool for Safe Preparedness for the COVID-19 Pandemic,9/11/2020
32910105,A Simulation-Based Failure Mode Analysis of SARS-CoV-2 Infection Control and Prevention in Emergency Departments,9/11/2020
32910031,"Maintaining a Focus on the ""Mundane"" and Extraordinary During COVID-19",9/11/2020
32910007,A Novel Ticket System for Capping Residency Interview Numbers: Reimagining Interviews in the COVID-19 Era,9/11/2020
32910001,COVID-19 and Public Policy Imperatives: A Trainee Call to Action,9/11/2020
32909983,The Changing Landscape of Alcohol Use and Alcohol Use Disorder During the COVID-19 Pandemic - Perspectives of Early Career Professionals in 16 Countries,9/11/2020
32909973,Personal Protective Equipment for Endoscopy in Low-Resource Settings During the COVID-19 Pandemic: Guidance From the World Gastroenterology Organisation,9/11/2020
32909969,Excess Maternal Deaths Associated With Coronavirus Disease 2019 (COVID-19) in Mexico,9/11/2020
32909898,The Role of Phosphodiesterase-5 Inhibitors in COVID-19: An Exploration of Literature From Similar Pathologies,9/11/2020
32909646,Jogger's facial dermatoses: An emerging entity in COVID-19 pandemic,9/11/2020
32909635,Alopecia areata in a patient with SARS-Cov-2 infection,9/11/2020
32909462,The Impact of the COVID-19 Pandemic on Hospital Admissions for Trauma and Acute Care Surgery,9/11/2020
32909373,Can the Participant Speak Beyond Likert? Free-Text Responses in COVID-19 Obesity Surveys,9/11/2020
32909336,Mechanism and prevention of facial pressure injuries: A novel emergent strategy supported by a multicenter controlled study in frontline healthcare professionals fighting COVID-19,9/11/2020
32908316,SARS-CoV-2 Nsp1 binds the ribosomal mRNA channel to inhibit translation,9/11/2020
32908257,Exploring the coronavirus pandemic with the WashU Virus Genome Browser,9/11/2020
32908256,Exploring the structural distribution of genetic variation in SARS-CoV-2 with the COVID-3D online resource,9/11/2020
32907921,SARS-CoV-2 Polymorphisms and Multisystem Inflammatory Syndrome in Children,9/11/2020
32907650,Crisis Standards of Care Implementation at the State Level in the United States,9/11/2020
32906197,COVID 19-A Spanish perspective,9/10/2020
32906190,Consenting in cardiac surgery during COVID-19: Are the risks quantifiable?,9/10/2020
32906149,Comparative Clinical Evaluation of the Roche Elecsys and Abbott SARS-CoV-2 Serology assays for COVID-19,9/10/2020
32906146,"Designing and Interpreting Coronavirus Disease 2019 (COVID-19) Diagnostics: Mathematics, Visual Logistics, and Low Prevalence",9/10/2020
32905742,Dynamic Immune Response Profiles and Recovery of a COVID-19 Patient with Coinfection of Aspergillus fumigatus and Other Baseline Diseases: A Case Report,9/10/2020
32905739,Antimicrobial Photodynamic Therapy as a Potential Treatment Against COVID-19: A Case for Blue Light,9/10/2020
32905736,At-Home Photobiomodulation Treatments for Supportive Cancer Care During the COVID-19 Pandemic,9/10/2020
32905698,Sapphire-Based Clustering,9/10/2020
32905696,Audio Interview: Guidelines for Covid-19 Vaccine Deployment,9/10/2020
32905684,"Trained Innate Immunity, Epigenetics, and Covid-19",9/10/2020
32905670,Health Equity - Are We Finally on the Edge of a New Frontier?,9/10/2020
32905669,"New Order, New Hope",9/10/2020
32905667,Covid-19 Molecular Diagnostic Testing - Lessons Learned,9/10/2020
32905655,"Susceptibility to COVID-19 in populations with health disparities: Posited involvement of mitochondrial disorder, socioeconomic stress, and pollutants",9/10/2020
32905630,Exploring predictors of Australian community members' blood donation intentions and blood donation-related behavior during the COVID-19 pandemic,9/10/2020
32905621,Implementation of an online treatment planning exercise focused on vulnerable patient groups,9/10/2020
32905617,Decreasing performance anxiety in the clinical setting during COVID-19 pandemic,9/10/2020
32903251,Optimizing Administration of CAR T-Cell Therapy During the COVID-19 Pandemic,9/10/2020
32903249,COVID-19 and Hypercoagulability,9/10/2020
32903152,Lessons From Tuberculosis Control for COVID-19: Screening Should Be Universal,9/10/2020
32903058,Coronavirus Disease (COVID-19)-Related Disseminated Leukoencephalopathy: A Retrospective Study of Findings on Brain MRI,9/10/2020
32903056,Multicenter Study of Temporal Changes and Prognostic Value of a CT Visual Severity Score in Hospitalized Patients With Coronavirus Disease (COVID-19),9/10/2020
32902903,Growth and decline of the COVID-19 epidemic wave in Italy from March to June 2020,9/10/2020
32902889,The emerging SARS-CoV-2 papain-like protease: Its relationship with recent coronavirus epidemics,9/10/2020
32902869,Repurposing Vaccines in the Fight against COVID-19,9/10/2020
32902868,Mortality risk with preadmission metformin use in patients with COVID-19 and diabetes: A meta-analysis,9/10/2020
32902581,Obesity and Hypertension in the Time of COVID-19,9/10/2020
32902563,"Regardless of Age, Obesity and Hypertension Increase Risks With COVID-19",9/10/2020
32902458,Construction and validation of UV-C decontamination cabinets for filtering facepiece respirators,9/10/2020
32902339,Efficacy and safety of ruxolitinib for Covid-19 related acute respiratory distress syndrome in a patient with blastic plasmacytoid dendritic cell neoplasm (leukemic variant),9/10/2020
32902193,Recent biotechnological tools for diagnosis of corona virus disease: A review,9/10/2020
32902133,Children with cancer during COVID-19 pandemic: Early experience in Mexico,9/10/2020
32902087,Urticaria and COVID-19: A review,9/10/2020
32901944,COVID-19 drives innovation using free online resources,9/10/2020
32901940,ACE2: Its potential role and regulation in severe acute respiratory syndrome and COVID-19,9/10/2020
32901936,Targeted therapy strategies against SARS-CoV-2 cell entry mechanisms: A systematic review of in vitro and in vivo studies,9/10/2020
32901927,How to keep students engaged in oral health education during the COVID-19 pandemic,9/10/2020
32901454,Reality Check on Antiphospholipid Antibodies in COVID-19-Associated Coagulopathy,9/10/2020
32901451,Letter to the Editor: Liver Biochemistries in Hospitalized Chinese Patients With Severe Coronavirus Disease 2019,9/10/2020
32900875,"Recommendations for Prevention and Control of Influenza in Children, 2020-2021",9/10/2020
32900431,An Old Soldier's Frustration,9/10/2020
32900411,"Incidence, risk factors, timing and outcome of influenza versus Covid-19 associated putative invasive aspergillosis",9/10/2020
32900222,New norms in ophthalmic surgery during the COVID-19 pandemic: A narrative review from a Malaysia tertiary eye care center,9/10/2020
32900010,Kidney Transplantation and COVID-19,9/10/2020
32900009,"COVID-19 and ESKD, A Rapid Review",9/10/2020
32900008,COVID-19 and Kidney Injury,9/10/2020
32900007,Testing for SARS-CoV-2 (COVID-19): A General Review,9/10/2020
32900006,COVID-19 - A Kidney Perspective,9/10/2020
32898976,Urology Chief Resident Turned Medicine Intern: Experience during the COVID-19 New York City Pandemic,9/10/2020
32898882,Management and Nutrition of Neonates during the COVID-19 Pandemic: A Review of the Existing Guidelines and Recommendations,9/9/2020
32898875,Advances in Neonatal Infections,9/9/2020
32898410,Orchestrating a virtual conference amidst the COVID-19 pandemic,9/9/2020
32898342,"Trends in Psychiatric Emergency Department Visits Due to Suicidal Ideation and Suicide Attempts During the COVID-19 Pandemic in Madrid, Spain",9/9/2020
32898093,Acute Meningoencephalitis as Initial Presentation of SARS-CoV-2 Infection in Pediatrics,9/9/2020
32898090,MIS-C After ARDS Associated With SARS-CoV-2,9/9/2020
32898077,Setting up a Research Poster During COVID-19 Lockdown: A Reflection,9/9/2020
32898076,The Greatest of These,9/9/2020
32897946,The Impact of COVID-19 on Micrographic Surgery and Dermatologic Oncology Fellows,9/9/2020
32897927,The Physician Communicator in the COVID-19 Era,9/9/2020
32897926,"Rapid Supportive Response to a Traumatic ""Zoombombing"" During the COVID-19 Pandemic",9/9/2020
32897820,Social Listening as a Rapid Approach to Collecting and Analyzing COVID-19 Symptoms and Disease Natural Histories Reported by Large Numbers of Individuals,9/9/2020
32897791,"Forged By AIDS, Storied NYC Residence Boosts Aging In Place",9/9/2020
32897789,"Medicare Payment Incentives, Medicaid, And More",9/9/2020
32897785,COVID-19 Laid Bare How Systemic Inequities Remain,9/9/2020
32897764,Androgen Deprivation Therapy in Men with Prostate Cancer Does Not Affect Risk of Infection with SARS-CoV-2,9/9/2020
32897660,"""When Will We Have a Vaccine?"" - Understanding Questions and Answers about Covid-19 Vaccination",9/9/2020
32897566,Seroconversion against SARS-CoV-2 occurred after the recovery in patients with COVID-19,9/9/2020
32897549,Current meta-analysis does not support the possibility of COVID-19 reinfections,9/9/2020
32897544,Immune response against SARS-CoV-2 in pediatric patients including young infants,9/9/2020
32897543,Analysis of the prophylactic effect of thymosin drugs on COVID-19 for 435 medical staff: A hospital-based retrospective study,9/9/2020
32897539,Potential role of subcutaneous tocilizumab injections in patients with COVID-19 associated pneumonia,9/9/2020
32897383,COVID-19 Transmission Conclusions Justified by the Analysis Results?-Reply,9/9/2020
32897381,COVID-19 Transmission Conclusions Justified by the Analysis Results?,9/9/2020
32897353,COVID-19 Precautions Helped Limit Cases Linked to Milwaukee Primary,9/9/2020
32897351,Cascading Risks of COVID-19 Resurgence During an Active 2020 Atlantic Hurricane Season,9/9/2020
32897347,Caring for Someone With COVID-19,9/9/2020
32897326,Drug Repurposing Study Pinpoints Potential COVID-19 Antivirals,9/9/2020
32897126,Re: Managing COVID-19 in Surgical Systems,9/9/2020
32897086,From zero to hero: An exploratory study examining sudden hero status among nonphysician health care workers during the COVID-19 pandemic,9/9/2020
32896915,Investigating the spectrum of dermatologic manifestations in COVID-19 infection in severely ill patients: A series of four cases,9/9/2020
32896177,Continuing the Journey Toward Health Equity: Becoming Antiracist in Health Promotion Research and Practice,9/9/2020
32896173,Ethics Roundtable: Distribution of Critical Care Resources in the Setting of a COVID-19 Surge,9/9/2020
32896041,Impact of the COVID-19 pandemic on a breast cancer surgery program. Observational case-control study in a COVID-free hospital,9/9/2020
32895985,Discordant anti-SARS-CoV-2 spike protein and RNA staining in cutaneous perniotic lesions suggests endothelial deposition of cleaved spike protein,9/9/2020
32895541,T cells in COVID-19 - united in diversity,9/9/2020
32895074,Interdisciplinary Information for Infectious Disease Response: Exercising for Improved Medical/Public Health Communication and Collaboration,9/9/2020
32894988,Transition of a Large Tertiary Heart Failure Program in Response to the COVID-19 Pandemic: Changes That Will Endure,9/9/2020
32894816,Please do not forget about us: The need for patient-centered care for people with kidney disease and are at high risk for poor COVID-19 outcomes,9/8/2020
32894775,RESEARCHFactors Associated with Nursing Homes' Late Participation in COVID-19 Reporting,9/8/2020
32894672,Protective Role of Glutathione against Peroxynitrite-Mediated DNA Damage During Acute Inflammation,9/8/2020
32894641,"Lung transplantation during the COVID-19 pandemic: Safely navigating the new ""normal""",9/8/2020
32894517,Stercoraceous transmission of SARS-CoV-2 (Coronavirus),9/8/2020
32893961,Impact of COVID-19 on cancer care: A survey from the French Society of Pediatric Oncology (SFCE),9/8/2020
32893954,Acute chest syndrome in the setting of SARS-COV-2 infections-A case series at an urban medical center in the Bronx,9/8/2020
32893937,The Comparison of REMS and MEWS for COVID-19 Patients Less Than 65 Years of Age,9/8/2020
32893927,Duel of Emergency Scoring Systems in COVID-19 Patients,9/8/2020
32893352,Mechanical and Non-Mechanical Functions of Filamentous and Non-Filamentous Vimentin,9/8/2020
32892458,COVID-19 and cardiovascular risk: Flying toward a silent world?,9/7/2020
32892396,An outbreak of acute hemorrhagic papules on the posterior neck in children during the COVID-19 pandemic,9/7/2020
32892329,Obstetrical Unit Response to the COVID-19 Pandemic: OUR Study,9/7/2020
32890322,Guidelines for Ultrasound in the Radiology Department During the COVID-19 Pandemic,9/6/2020
32890313,Critically Ill COVID-19 Patients With Acute Kidney Injury Have Reduced Renal Blood Flow and Perfusion Despite Preserved Cardiac Function: A Case-Control Study Using Contrast-Enhanced Ultrasound,9/6/2020
32890254,COVID-19's Impact on Women: A Stakeholder-Engagement Approach to Increase Public Awareness Through Virtual Town Halls,9/6/2020
32890229,COVID-19 Trials and Tribulations by Rebecca Gliksman MD MPH,9/6/2020
32890228,Balancing Health and Economic Factors When Reopening Business in the Age of COVID-19,9/6/2020
32890227,Healthcare Workers With Diabetes: Need for More Attention in COVID-19 Outbreak,9/6/2020
32890226,Commercial Transport During a Pandemic: Network Analysis to Reconcile COVID-19 Diffusion and Vital Supply Chain Resilience,9/6/2020
32890225,"How do we Find a ""New Normal"" for Industry and Business After COVID-19 Shut Downs?",9/6/2020
32890217,Safely Returning America to Work: Part I: General Guidance for Employers,9/6/2020
32890206,Evaluating Covid-19 Injury Claims With a Focus on Workers' Compensation,9/6/2020
32890205,Job Insecurity and Financial Concern During the COVID-19 Pandemic Are Associated With Worse Mental Health,9/6/2020
32890192,Development of the Emergency Services Swab Resource Team During COVID-19,9/6/2020
32890188,Ethics and Interprofessional Learning Environments During a Pandemic: Implications for Nursing Professional Development Practitioners,9/6/2020
32890187,Residency Classes Going Virtual: The COVID-19 Crisis,9/6/2020
32890132,"Living Donor Liver Transplantation During the COVID-19 Pandemic: ""Elective"" but ""Necessary""",9/6/2020
32890101,Posters of the 2020 American Association of Neuroscience Nurses Annual Meeting: The Year There Was No Wall on Which to Hang Them,9/6/2020
32890069,Coronavirus disease 2019 infection in patients with recent cardiac surgery: does chronic anticoagulant therapy have a protective effect?,9/6/2020
32890055,Scalp Nerve Block: An Extended Use of Aerosol Box in COVID 19 Pandemic,9/6/2020
32890032,Monitoring disease activity and damage in adult and juvenile idiopathic inflammatory myopathy,9/6/2020
32890029,Update on antimalarials and systemic lupus erythematosus,9/6/2020
32889972,Predictive Computed Tomography and Clinical Features for Diagnosis of COVID-19 Pneumonia: Compared With Common Viral Pneumonia,9/6/2020
32889955,Telemedicine in Behavioral Neurology-Neuropsychiatry: Opportunities and Challenges Catalyzed by COVID-19,9/6/2020
32889932,International Medical Graduates: Promoting Equity and Belonging,9/6/2020
32889886,"Comment on ""Personal Protective Equipment and COVID-19 - A Review for Surgeons""",9/6/2020
32889885,Percutaneous and Open Tracheostomy in Patients with COVID-19: Comparison and Outcomes of an Institutional Series in New York City,9/6/2020
32889882,"Comment on ""I can't Breathe - Race, Violence and COVID-19""",9/6/2020
32889755,SARS-CoV-2 respiratory viral loads and association with clinical and biological features,9/6/2020
32888396,"Vulnerability, Interdependence, and Trust in the COVID-19 Pandemic",9/6/2020
32887977,Broad and strong memory CD4(+) and CD8(+) T cells induced by SARS-CoV-2 in UK convalescent individuals following COVID-19,9/6/2020
32887968,Massive data initiatives and AI provide testbed for pandemic forecasting,9/6/2020
32887791,Endemic Non-SARS-CoV-2 Human Coronaviruses in a Community-Based Australian Birth Cohort,9/6/2020
32887789,We're on our own,9/6/2020
32887703,"COVID-19 and Children With Diabetes-Updates, Unknowns, and Next Steps: First, Do No Extrapolation",9/6/2020
32886936,Direct or Collateral Liver Damage in SARS-CoV-2-Infected Patients,9/5/2020
32886934,Catheter-Directed Thrombolysis in a Patient with Severe COVID-19 Pneumonia on Extracorporeal Membrane Oxygenation,9/5/2020
32886922,Cerebral deep venous thrombosis and COVID-19: case report,9/5/2020
32886904,COVID-19 and Cancer: Unintended Consequences,9/5/2020
32886863,Can SARS-CoV-2 cause life-threatening bronchiolitis in infants?,9/5/2020
32886860,Revascularization in COVID-19 patients with renal infarction,9/5/2020
32886821,Tackling Another COVID-19 Pandemic Disparity: Distance from Major Academic Medical Centers Encumbers Emergency and Critical Care Physician Surge Capacity,9/5/2020
32886738,"Geospatial Spread of Antimicrobial Resistance, Bacterial and Fungal Threats to Coronavirus Infectious Disease 2019 (COVID-19) Survival, and Point-of-Care Solutions",9/5/2020
32886737,Confirming Vertical Fetal Infection With Coronavirus Disease 2019: Neonatal and Pathology Criteria for Early Onset and Transplacental Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 From Infected Pregnant Mothers,9/5/2020
32886632,Cocamidopropyl Betaine Surfactant 0.075% Solution in Physiological Serum for Hygiene Process of COVID-19 Intubated Patients,9/5/2020
32886365,"Presenting the characteristics, smoking versus diabetes, and outcome among patients hospitalized with COVID-19",9/5/2020
32886358,Tolerability of favipiravir therapy in critically ill patients with COVID-19: A report of four cases,9/5/2020
32886349,Transdermal Fentanyl patch: An approach to enhance tolerance of conscious proning in COVID-19 patients,9/5/2020
32886091,Running on Fumes,9/5/2020
32886013,Has Covid-19 Gone Viral? An Overview of Research by Subject Area,9/5/2020
32885911,"COVID-19's crushing mental health toll on health care workers: Beyond its devastating physical effects, the pandemic has unleashed a mental health crisis marked by anxiety, depression, posttraumatic stress disorder, and even suicide. Here, in part 1 of a 2-part series, we examine the growing effort to identify and alleviate the fallout for health care workers",9/5/2020
32885905,Independent Role of Severe Obesity as a Risk Factor for COVID-19 Hospitalization: A Spanish Population-Based Cohort Study,9/5/2020
32885892,Late-onset AGEP-like skin pustular eruption following COVID-19: A possible association,9/5/2020
32885490,"Heart, COVID-19, and echocardiography",9/5/2020
32885429,An observational study of the demographic and treatment changes in a tertiary colorectal cancer center during the COVID-19 pandemic,9/5/2020
32883884,An ethical framework for global vaccine allocation,9/5/2020
32883854,Support transgender scientists post-COVID-19,9/5/2020
32883851,A molecular trap against COVID-19,9/5/2020
32883840,Can Europe tame the pandemic's next wave?,9/5/2020
32883837,Reopening schools during COVID-19,9/5/2020
32883805,Biphasic Variation Over Time in Presenting Features of Patients With COVID-19,9/5/2020
32883177,"Mental Health Care, Policy, and COVID-19: The Renewed Role for Psychiatric and Addiction Nursing",9/5/2020
32883106,Fibrinolytic Strategy for ST-Segment-Elevation Myocardial Infarction: A Contemporary Review in Context of the COVID-19 Pandemic,9/5/2020
32882743,Characteristics of Newborns Born to SARS-CoV-2-Positive Mothers: A Retrospective Cohort Study,9/4/2020
32882715,Does Chronic Treatment with Oral Anticoagulants Ameliorate the Clinical Course of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection in Coronavirus Disease 2019 (COVID-19)?,9/4/2020
32882714,COVID-19 and Sex-/Gender-Specific Differences: Understanding the Discrimination,9/4/2020
32882160,Translating Scientific Knowledge to Government Decision Makers Has Crucial Importance in the Management of the COVID-19 Pandemic,9/4/2020
32882155,Job Tension and Emotional Sensitivity to COVID-19 Public Messaging and Risk Perception,9/4/2020
32882149,Social Intervention by the Numbers: Evidence Behind the Specific Public Health Guidelines in the COVID-19 Pandemic,9/4/2020
32882108,Reduction in environmental noise during COVID-19 pandemic and cardiovascular disease: A mystery for further investigation,9/4/2020
32882081,Cutaneous lesions and COVID-19: Cystic painful lesion in a case with positive SARS-CoV-2,9/4/2020
32882079,Pemphigus and COVID-19: Critical overview of management with a focus on treatment choice,9/4/2020
32882075,Cardiac procedural deferral during the coronavirus (COVID-19) pandemic,9/4/2020
32882074,"Brief online certification course for measuring blood pressure with an automated blood pressure device. A free new resource to support World Hypertension Day Oct 17, 2020",9/4/2020
32882068,Oral mucosal lesions in patients with SARS-CoV-2 infection. Report of four cases. Are they a true sign of COVID-19 disease?,9/4/2020
32882066,Palliative dental care: Ignored dimension of dentistry amidst COVID-19 pandemic,9/4/2020
32882061,Hyperferritinemia in patients with COVID-19: An opportunity for iron chelation?,9/4/2020
32882035,AAID White Paper: Management of the Dental Implant Patient During the COVID-19 Pandemic and Beyond,9/4/2020
32881685,Pilot Study of Robot-Assisted Teleultrasound Based on 5G Network: A New Feasible Strategy for Early Imaging Assessment During COVID-19 Pandemic,9/4/2020
32881651,"Letter to the editor on simple short range transport and dispersion (T&D) modeling of COVID-19 virus, indoors and outdoors",9/4/2020
32881641,Convalescent plasma therapy for coronavirus infection: experience from MERS and application in COVID-19,9/4/2020
32881633,Are Disinfectants for the Prevention and Control of COVID-19 Safe?,9/4/2020
32881628,"Current perspective on diagnosis, epidemiological assessment, prevention strategies, and potential therapeutic interventions for severe acute respiratory infections caused by 2019 novel coronavirus (SARS-CoV-2)",9/4/2020
32881593,Impact of Hydroxychloroquine/Chloroquine in COVID-19 Therapy: Two Sides of the Coin,9/4/2020
32881412,Tackling brain metastases from lung cancer during the COVID-19 pandemic,9/4/2020
32881322,Hospital-based home care for children with cancer during the COVID-19 pandemic in northeastern Italy,9/4/2020
32881292,"Outpatient Screening of Health Status Among Postbariatric Patients during the COVID-19 Pandemic in Sao Paulo, Brazil",9/4/2020
32881289,Lessons learned from reduced acute cardiovascular events and STEMI during Covid-19,9/4/2020
32881256,Patient management in pediatric oncology during the COVID-19 pandemic: Report from francophone Africa,9/4/2020
32881108,Telemedicine in Movement Disorders: Leçons du COVID-19,9/4/2020
32881026,Fox3(+) CD25(+) CD4(+) T regulatory cells (Tregs) may transform the n-CoV's final destiny to CNS!,9/4/2020
32881022,A comparative study on the clinical features of COVID-19 with non-SARS-CoV-2 respiratory viral infections,9/4/2020
32881018,Presentation of fatal stroke due to SARS-CoV-2 and dengue virus coinfection,9/4/2020
32881011,"Deriving ""definitive"" results in observational COVID-19 research: A problematic endeavor",9/4/2020
32881008,Ischemic stroke leading to bilateral vision loss in COVID-19 patient-A rare case report,9/4/2020
32881007,Are the steroids a blanket solution for COVID-19? A systematic review and meta-analysis,9/4/2020
32880994,Common respiratory viral infections: Bilateral versus unilateral bronchoalveolar lavage versus endotracheal aspiration,9/4/2020
32880990,"Coronavirus disease 2019 is associated with low circulating plasma levels of angiotensin 1 and angiotensin 1,7",9/4/2020
32880942,Fertility intentions among couples in Shanghai under COVID-19: A cross-sectional study,9/4/2020
32880941,Violence against women during the COVID-19 pandemic: An integrative review,9/4/2020
32880936,Practice of local anesthesia applications in 3D environment during the COVID-19 pandemic,9/4/2020
32880633,Hearing From the COVID-19 Epicenter-A Neurotologist's Reflection From the Front Lines,9/4/2020
32880624,Timing of Tracheostomy for Patients With COVID-19 in the ICU-Setting Precedent in Unprecedented Times,9/4/2020
32880622,Tracheostomy During COVID-19 Pandemic-In Search of Lost Timing-Reply,9/4/2020
32880614,Tracheostomy During COVID-19 Pandemic-In Search of Lost Timing,9/4/2020
32880613,COVID-19 and mRNA Vaccines-First Large Test for a New Approach,9/4/2020
32880604,The Day After COVID-19-Time to Rethink Oncology Clinical Research,9/4/2020
32880520,Using Individuals as (Mere) Means in Management of Infectious Diseases without Vaccines. Should We Purposely Infect Young People with Coronavirus?,9/4/2020
32880441,Correlation between CNS Tuberculosis and the COVID-19 Pandemic: The Neurological and Therapeutic Insights,9/4/2020
32880365,Breath Is Life,9/4/2020
32880236,"2020 ACVP, ASVCP, and ISACP Concurrent Annual Meeting: From Novel Insights Into COVID-19 to Unconventional Animal Models",9/4/2020
32880235,Alterations in Intestinal Innate Mucosal Immunity of Weaned Pigs During Porcine Epidemic Diarrhea Virus Infection,9/4/2020
32880229,Do not forget our pregnant women during the COVID-19 pandemic,9/4/2020
32879036,Using Predictive Scoring Systems for Asthma Exacerbations Could Help Safely Conserve Resources During the COVID-19 Pandemic,9/4/2020
32879035,Re-Examining the Race to Send Ventilators to Low-Resource Settings,9/4/2020
32879033,Quantitative SARS-CoV-2 Serology in Children With Multisystem Inflammatory Syndrome (MIS-C),9/4/2020
32879032,Social Distancing for COVID-19 and Diagnoses of Other Infectious Diseases in Children,9/4/2020
32879031,COVID-19 and the Law of Unforeseen Consequences,9/4/2020
32879022,Radiological Examinations in Patients With COVID-19,9/4/2020
32879021,Frontline Imaging: Meeting the Challenges of the COVID-19 Pandemic,9/4/2020
32878546,Systemic innate and adaptive immune responses to SARS-CoV-2 as it relates to other coronaviruses,9/4/2020
32878542,COVID-19 Concerns Among Persons With Mental Illness,9/4/2020
32877946,Slow the Spread of COVID-19-and Get your Audiology CEUs at the Same Time,9/3/2020
32877598,Audio Interview: Understanding Antibody Testing in Covid-19,9/3/2020
32877482,Local Health Departments Cross-Jurisdictional Partnership for Contact Tracing for COVID-19,9/3/2020
32877312,Surgical Support for Severe COVID-19 Patients: A Retrospective Cohort Study in a French High-Density COVID-19 Cluster,9/3/2020
32877307,Women's Health in Times of Emergency: We Must Take Action,9/3/2020
32877273,Reply to A. Lasagna et al,9/3/2020
32877272,How to Use Prophylactic G-CSF in the Time of COVID-19,9/3/2020
32876693,Corticosteroids in COVID-19 ARDS: Evidence and Hope During the Pandemic,9/3/2020
32876681,Mental Health Inequities in the Context of COVID-19,9/3/2020
32876489,Exergaming as a Supportive Tool for Home-Based Rehabilitation in the COVID-19 Pandemic Era,9/3/2020
32876373,Host genetic factors and susceptibility to SARS-CoV-2 infection,9/3/2020
32876365,RE: Performance of electrophysiology procedures at an academic medical center amidst the 2020 coronavirus (COVID-19) pandemic by Rubin et al,9/3/2020
32876353,Service learning in public health nursing education: How COVID-19 accelerated community-academic partnership,9/3/2020
32875970,Peritoneal dialysis for treatment of acute kidney injury in a case of paediatric inflammatory multisystem syndrome temporally associated with SARS-CoV-2,9/3/2020
32875944,Accounting for Time: Circadian Rhythms in the Time of COVID-19,9/3/2020
32875819,Evaluation of the Criteria Adopted to Identify Suspected Cases of COVID-19 in the Emergency Department Service of a Referral Palliative Oncology Care Unit,9/3/2020
32875723,COVID-19 and its Severity in Bariatric Surgery-Operated Patients,9/3/2020
32875705,Developing a Virtual Adaptive Sports Program in Response to the COVID-19 Pandemic,9/3/2020
32875667,Microsoft OneNote provides continuity for undergraduate biochemistry lab during a pandemic,9/3/2020
32875662,Online laboratory exercise on computational biology: Phylogenetic analyses and protein modeling based on SARS-CoV-2 data during COVID-19 remote instruction,9/3/2020
32875601,Therapeutic plasma exchange in a critically ill Covid-19 patient,9/3/2020
32875578,Continuous EEG findings in patients with COVID-19 infection admitted to a New York academic hospital system,9/3/2020
32875575,Upper trunk brachial plexopathy as a consequence of prone positioning due to SARS-CoV-2 acute respiratory distress syndrome,9/3/2020
32875561,"Yes, we can: Neuromuscular examination by telemedicine",9/3/2020
32873749,"Controversies in Tracheostomy for Patients With COVID-19: The When, Where, and How",9/3/2020
